Barbara Morse (Earth-616),368.0
Blackagar Boltagon (Earth-616),366.0
Brunnhilde (Earth-616),361.0
Alison Blaire (Earth-616),353.0
Venom (Symbiote) (Earth-616),348.0
John Walker (Earth-616),346.0
Greer Grant (Earth-616),342.0
Karla Sofen (Earth-616),340.0
William Baker (Earth-616),338.0
Sharon Carter (Earth-616),332.0
Felicia Hardy (Earth-616),332.0
Cain Marko (Earth-616),329.0
Monica Rambeau (Earth-616),327.0
Maria Hill (Earth-616),325.0
Ben Urich (Earth-616),324.0
Heather Douglas (Earth-616),323.0
Millicent Collins (Earth-616),321.0
James Proudstar (Earth-616),320.0
Angelica Jones (Earth-616),319.0
Edward Brock (Earth-616),318.0
MacDonald Gargan (Earth-616),317.0
Mephisto (Earth-616),316.0
Tabitha Smith (Earth-616),316.0
Jean-Paul Beaubier (Earth-616),313.0
Daniel Ketch (Earth-616),311.0
Neena Thurman (Earth-616),310.0
Wong (Earth-616),306.0
Thanos (Earth-616),306.0
Shang-Chi (Earth-616),296.0
Alicia Masters (Earth-616),293.0
Robert Baldwin (Earth-616),293.0
Vance Astrovik (Earth-616),290.0
Wendell Vaughn (Earth-616),290.0
Chili Storm (Earth-616),284.0
Abner Jenkins (Earth-616),284.0
Elektra Natchios (Earth-616),280.0
Bullseye (Lester) (Earth-616),277.0
Forge (Earth-616),276.0
Virginia Potts (Earth-616),274.0
Walter Langkowski (Earth-616),273.0
Gorgon (Earth-616),272.0
James Madrox (Earth-616),271.0
Heimdall (Earth-616),270.0
Theresa Cassidy (Earth-616),267.0
Laura Kinney (Earth-616),265.0
Arthur Douglas (Earth-616),264.0
Peter Parker (Ben Reilly) (Earth-616),263.0
Warlock (Technarch) (Earth-616),261.0
Kevin Plunder (Earth-616),260.0
Leonard Samson (Earth-616),260.0
Melissa Gold (Earth-616),260.0
Lockheed (Earth-616),260.0
Mercedes Knight (Earth-616),259.0
Moira Kinross (Earth-616),259.0
Karnak (Earth-616),257.0
Namorita Prentiss (Earth-616),257.0
Lockjaw (Earth-616),255.0
Adam Warlock (Earth-616),252.0
Heather McNeil (Earth-616),252.0
Curtis Connors (Earth-616),250.0
Theodore Sallis (Earth-616),249.0
Adrian Toomes (Earth-616),248.0
Amora (Earth-616),247.0
Clea (Earth-616),247.0
Mar-Vell (Earth-616),245.0
Eugene Judd (Earth-616),245.0
Daimon Hellstrom (Earth-616),242.0
John Jonah Jameson III (Earth-616),240.0
Triton (Earth-616),240.0
Meggan Puceanu (Earth-616),240.0
Robert Reynolds (Earth-616),240.0
Aleksei Sytsevich (Earth-616),239.0
Santo Vaccarro (Earth-616),238.0
Jonathan Clay (Earth-616),237.0
Ares (Earth-616),236.0
Sersi (Earth-616),236.0
Guido Carosella (Earth-616),236.0
Zabu (Earth-616),234.0
Michael Morbius (Earth-616),231.0
Julio Richter (Earth-616),231.0
Phoenix Force (Earth-616),229.0
Megan Gwynn (Earth-616),229.0
Kyle Richmond (Earth-616),227.0
Karen Page (Earth-616),226.0
Tyrone Johnson (Earth-616),226.0
Maxwell Dillon (Earth-616),225.0
Valerie Cooper (Earth-616),225.0
Anna May (Earth-616),224.0
Vlad Dracula (Earth-616),223.0
Tandy Bowen (Earth-616),222.0
Monet St. Croix (Earth-616),221.0
Gamora (Earth-616),218.0
Amara Aquilla (Earth-616),217.0
Julia Carpenter (Earth-616),212.0
Jane Foster (Earth-616),211.0
Mortimer Toynbee (Earth-616),210.0
Scott Lang (Earth-616),209.0
Paige Guthrie (Earth-616),207.0
Benjamin Parker (Earth-616),205.0
Erik Josten (Earth-616),204.0
Jeanne-Marie Beaubier (Earth-616),203.0
Carl Creel (Earth-616),202.0
Gloria Grant (Earth-616),202.0
Michael Twoyoungmen (Earth-616),200.0
Hope Summers (Earth-616),200.0
Eric Masterson (Earth-616),198.0
Alexander Power (Earth-616),197.0
Matthew Hawk (Earth-616),195.0
Jessica Jones (Earth-616),195.0
Frederick Dukes (Earth-616),194.0
Eric Brooks (Earth-616),194.0
Eros (Earth-616),193.0
Madison Jeffries (Earth-616),193.0
Mandarin (Earth-616),190.0
The Wizard (Earth-616),189.0
Akihiro (Earth-616),189.0
Sergei Kravinoff (Earth-616),188.0
Jonothon Starsmore (Earth-616),187.0
Helmut Zemo (Earth-616),184.0
Victor Borkowski (Earth-616),184.0
Edward Leeds (Earth-616),181.0
Ultron (Earth-616),181.0
Douglas Ramsey (Earth-616),181.0
Quentin Beck (Earth-616),180.0
Herbert Wyndham (Earth-616),179.0
Julian Keller (Earth-616),179.0
Jack Russell (Earth-616),178.0
Celeste Cuckoo (Earth-616),177.0
Valentina Allegra de Fontaine (Earth-616),176.0
Ophelia Sarkissian (Earth-616),175.0
Colleen Wing (Earth-616),175.0
Irma Cuckoo (Earth-616),175.0
Sebastian Shaw (Earth-616),174.0
Phoebe Cuckoo (Earth-616),174.0
Sage (Earth-616),172.0
Valeria Richards (Earth-616),171.0
Donald Blake (Earth-616),170.0
Hela (Earth-616),170.0
Lilandra Neramani (Earth-616),170.0
Henry Gyrich (Earth-616),170.0
Dwayne Taylor (Earth-616),169.0
Harold Hogan (Earth-616),166.0
Redwing (Earth-616),165.0
Christopher Powell (Earth-616),165.0
Harvey Elder (Earth-616),164.0
Wolfgang von Strucker (Earth-616),164.0
Dirk Garthwaite (Earth-616),164.0
Pip Gofern (Earth-616),163.0
Tony Masters (Earth-616),163.0
David Lieberman (Earth-616),163.0
James Hudson (Earth-616),161.0
Miles Warren (Earth-616),160.0
Kallark (Earth-616),160.0
En Sabah Nur (Earth-616),160.0
Shiro Yoshida (Earth-616),158.0
Silver Sablinova (Earth-616),158.0
Elvin Haliday (Earth-616),158.0
James Bradley (Earth-616),158.0
Calvin Zabo (Earth-616),157.0
Frederick Myers (Earth-616),157.0
Mantis (Earth-616),156.0
Marlene Alraune (Earth-616),156.0
Rachel Leighton (Earth-616),156.0
Veranke (Earth-616),156.0
Nathaniel Essex (Earth-616),155.0
Anthony Druid (Earth-616),153.0
Cassandra Lang (Earth-616),153.0
Beta Ray Bill (Earth-616),153.0
Samuel Sterns (Earth-616),152.0
Leech (Earth-616),152.0
Glenn Talbot (Earth-616),151.0
Bug (Earth-616),151.0
Peter Petruski (Earth-616),150.0
Julie Power (Earth-616),150.0
Giuletta Nefaria (Earth-616),149.0
Robert Ralston (Earth-616),148.0
Maximus (Earth-616),147.0
Genis-Vell (Earth-616),147.0
Hisako Ichiki (Earth-616),147.0
Dmitri Smerdyakov (Earth-616),146.0
Eliot Franklin (Thunderball) (Earth-616),146.0
X-51 (Earth-616),146.0
Madelyne Pryor (Earth-616),146.0
Adolf Hitler (Earth-616),145.0
Herman Schultz (Earth-616),145.0
Noriko Ashida (Earth-616),145.0
Chen Lu (Earth-616),144.0
Ulysses Klaw (Earth-616),143.0
Cessily Kincaid (Earth-616),143.0
Kyle Gibney (Earth-616),142.0
Jack Monroe (Earth-616),141.0
Madeline Joyce (Earth-616),140.0
George Tarleton (Earth-616),140.0
Jocasta (Earth-616),140.0
Peter Wisdom (Earth-616),140.0
Jeffrey Mace (Earth-616),139.0
Aquaria Neptunia (Earth-616),139.0
Dragon Man (Earth-616),139.0
Narya (Earth-616),138.0
Burglar (Earth-616),137.0
Dino Manelli (Earth-616),137.0
Peter Parker (Kaine) (Earth-616),137.0
Nightmare (Earth-616),136.0
Ronan (Earth-616),136.0
Thomas Halloway (Earth-616),135.0
Jasper Sitwell (Earth-616),134.0
Frank Payne (Earth-616),134.0
Paladin (Earth-616),134.0
Steel (Earth-616),134.0
Mad Thinker (Earth-616),133.0
Brian Calusky (Earth-616),133.0
Arthur Maddicks (Earth-616),133.0
Hedy Wolfe (Earth-616),132.0
Isadore Cohen (Earth-616),132.0
Dormammu (Earth-616),132.0
Makkari (Earth-616),131.0
Marlo Chandler (Earth-616),131.0
Percival Pinkerton (Earth-616),130.0
Quintavius Quire (Earth-616),130.0
Marla Madison (Earth-616),129.0
Cletus Kasady (Earth-616),129.0
Supreme Intelligence (Earth-616),128.0
Aragorn (Earth-616),128.0
Betty Dean (Earth-616),127.0
Karnilla (Earth-616),127.0
Jacqueline Falsworth (Earth-616),127.0
Caliban (Earth-616),127.0
Isaac Christians (Earth-616),127.0
Brock Rumlow (Earth-616),126.0
Paul Norbert Ebersol (Earth-616),125.0
Annihilus (Earth-616),125.0
Red Sonja (Earth-616),125.0
Jonathan Hart (Earth-616),125.0
Bambina Arbogast (Earth-616),125.0
Sooraya Qadir (Earth-616),125.0
Zeus Panhellenios (Earth-616),124.0
Randolph Robertson (Earth-616),124.0
Yao (Earth-616),122.0
Agatha Harkness (Earth-616),122.0
Jack Tarr (Earth-616),122.0
Katherine Bishop (Earth-616),122.0
Jason Wyngarde (Earth-616),121.0
Walter Newell (Earth-616),121.0
Joanna Cargill (Earth-616),121.0
Parker Robbins (Earth-616),121.0
Rocket Raccoon (Earth-616),120.0
Lyja (Earth-616),120.0
Georges Batroc (Earth-616),119.0
Wyatt Wingfoot (Earth-616),119.0
Henry Camp (Earth-616),119.0
Peter Quill (Earth-616),119.0
Marrow (Sarah) (Earth-616),119.0
Vision (Jonas) (Earth-616),119.0
William Kaplan (Earth-616),119.0
George Stacy (Earth-616),118.0
Mari (Earth-616),118.0
Todd Arliss (Earth-616),116.0
Hammerhead (Joseph) (Earth-616),116.0
Heinrich Zemo (Earth-616),115.0
Emil Blonsky (Earth-616),115.0
Arcturus Rann (Earth-616),115.0
James Woo (Earth-616),114.0
Frank Drake (Earth-616),114.0
Callisto (Earth-616),114.0
Dorma (Earth-616),113.0
Lonnie Lincoln (Earth-616),113.0
Doop (Earth-616),113.0
David Alleyne (Earth-616),113.0
Hepzibah (Earth-616),112.0
Charlie Cluster-7 (Earth-616),112.0
Samuel Sawyer (Earth-616),111.0
Jacques Duquesne (Earth-616),111.0
Arcade (Earth-616),111.0
Mary Walker (Earth-616),111.0
Miguel Santos (Earth-616),111.0
Christopher Summers (Earth-616),110.0
Morris Bench (Earth-616),110.0
David Cannon (Earth-616),109.0
Prosh (Earth-616),109.0
Roderick Kingsley (Earth-616),108.0
Dominikos Petrakis (Earth-616),108.0
St. John Allerdyce (Earth-616),108.0
Mary MacPherran (Earth-616),108.0
Rita Wayword (Earth-616),108.0
Angelo Espinosa (Earth-616),108.0
Layla Miller (Earth-616),108.0
Leland Owlsley (Earth-616),107.0
Karl Lykos (Earth-616),107.0
Jason Macendale Jr. (Earth-616),107.0
Clay Harder (Earth-616),106.0
Frigga (Earth-616),106.0
Ikaris (Eternal) (Earth-616),106.0
Jack Power (Earth-616),106.0
Katherine Power (Earth-616),106.0
Sharon Ventura (Earth-616),105.0
Nico Minoru (Earth-616),105.0
Clive Reston (Earth-616),104.0
Idie Okonkwo (Earth-616),104.0
Robert Frank (Earth-616),103.0
Elizabeth Twoyoungmen (Earth-616),103.0
Everett Thomas (Earth-616),103.0
Danger (Earth-616),103.0
Dorrek VIII (Earth-616),103.0
Amadeus Cho (Earth-616),103.0
Phillip Masters (Earth-616),102.0
Joshua Foley (Earth-616),101.0
Karl Mordo (Earth-616),100.0
Eternity (Earth-616),100.0
William Foster (Earth-616),100.0
Leiko Wu (Earth-616),100.0
Chase Stein (Earth-616),100.0
Howard Hanover (Earth-616),100.0
Louise Grant (Earth-616),99.0
Grand Vizier (Asgard) (Earth-616),99.0
Pyreus Kril (Earth-616),99.0
Acroyear (Earth-616),99.0
Yuriko Oyama (Earth-616),99.0
Elijah Bradley (Earth-616),99.0
Frankie Raye (Earth-616),98.0
Jimaine Szardos (Earth-616),98.0
Bethany Cabe (Earth-616),98.0
Phillip Urich (Earth-616),98.0
Delroy Garrett Jr. (Earth-616),98.0
Anya Corazon (Earth-616),98.0
Victoria Hand (Earth-616),98.0
Margaret Carter (Earth-616),97.0
Clay Quartermain (Earth-616),97.0
Ghost (Earth-616),97.0
Jill Stacy (Earth-616),97.0
Abigail Brand (Earth-616),97.0
Carlie Cooper (Earth-616),97.0
Paul Duval (Earth-616),96.0
Blastaar (Earth-616),96.0
Jericho Drumm (Earth-616),96.0
Ruth Aldine (Earth-616),96.0
Azura (Earth-616),95.0
Cyclone (Horse) (Earth-616),95.0
Matthew Masters (Earth-616),95.0
Luna Maximoff (Earth-616),95.0
Silhouette Chord (Earth-616),95.0
Attuma (Earth-616),94.0
Sally Blevins (Earth-616),94.0
James Sanders (Earth-616),93.0
Denis Nayland Smith (Earth-616),93.0
Andreas von Strucker (Earth-616),93.0
Patricia Tilby (Earth-616),93.0
Michael Collins (Earth-616),93.0
Groot (Earth-616),92.0
Vashti Cleito-Son (Earth-616),92.0
Eric Williams (Earth-616),92.0
Gaea (Earth-616),92.0
Raza Longknife (Earth-616),92.0
Rom (Earth-616),92.0
Selene Gallio (Earth-616),92.0
Norman Harold Osborn (Earth-616),92.0
Michiko Musashi (Earth-616),92.0
Skaar (Earth-616),92.0
Ulik (Earth-616),91.0
Roxanne Simpson (Earth-616),91.0
Sinthea Shmidt (Earth-616),91.0
George Washington Bridge (Earth-616),91.0
Molly Hayes (Earth-616),90.0
Klaus Voorhees (Earth-616),89.0
Vanisher (Earth-616),89.0
Skurge (Earth-616),88.0
Arthur Parks (Earth-616),88.0
Bernadette Rosenthal (Earth-616),88.0
Nathan Lubensky (Earth-616),87.0
David Haller (Earth-616),87.0
Lemar Hoskins (Earth-616),87.0
Donald Pierce (Earth-616),86.0
Joseph Chapman (Earth-616),86.0
Karolina Dean (Earth-616),86.0
Bastion (Earth-616),85.0
Kull (Earth-616),84.0
Satana Hellstrom (Earth-616),84.0
Laynia Petrovna (Earth-616),84.0
Night Raven (Vigilante) (Earth-616),84.0
Kavita Rao (Earth-616),84.0
Danielle Cage (Earth-616),84.0
Frederick Foswell (Earth-616),83.0
John Greycrow (Earth-616),83.0
Michael Duffy (Earth-616),82.0
Eric Koenig (Earth-616),82.0
Zheng Zu (Earth-616),82.0
Keniuchio Harada (Earth-616),82.0
Irene Adler (Earth-616),82.0
Marrina Smallwood (Earth-616),82.0
Fred Davis Jr. (Earth-616),81.0
Zelda DuBois (Earth-616),81.0
Beyonder (Earth-616),81.0
Roxanne Washington (Earth-616),81.0
Bonita Juarez (Earth-616),80.0
Surtur (Earth-616),79.0
Stranger (Cosmic Being) (Earth-616),79.0
Brandy Clark (Earth-616),79.0
Lillian Crawley (Earth-616),79.0
Ichabod (Earth-616),78.0
Russell Collins (Earth-616),78.0
Michael Badilino (Earth-616),78.0
Helen Takahama (Earth-616),78.0
En Sabah Nur (Evan Sabahnur) (Earth-616),78.0
Dai Thomas (Earth-616),77.0
Maria Callasantos (Earth-616),77.0
Sally Avril (Earth-616),76.0
Ebenezer Laughton (Earth-616),76.0
Pluto (Olympian) (Earth-616),76.0
Arnim Zola (Earth-616),76.0
Mariko Yashida (Earth-616),76.0
Dallas Riordan (Earth-616),76.0
Hannibal King (Earth-616),75.0
Thomas Cassidy (Earth-616),75.0
Kara Killgrave (Earth-616),75.0
Jess\u00e1n Hoan (Earth-616),75.0
Daisy Johnson (Earth-616),75.0
John Horton (Earth-616),74.0
Cecilia Reyes (Earth-616),74.0
Barnell Bohusk (Earth-616),74.0
Victor Mancha (Earth-616),74.0
Awesome Android (Earth-616),73.0
Samuel Smithers (Earth-616),73.0
Wilbur Day (Earth-616),73.0
Silvio Manfredi (Earth-616),73.0
Richard Fisk (Earth-616),73.0
Edward Whelan (Earth-616),73.0
Donald Gill (Earth-616),73.0
Alani Ryan (Earth-616),73.0
Aarkus (Earth-616),72.0
Aloysius Kare (Earth-616),72.0
Ringo Kid (Earth-616),72.0
Maynard Tiboldt (Earth-616),72.0
Esteban Coraz\u00f3n de Ablo (Earth-616),72.0
Marvin Flumm (Earth-616),72.0
Nathaniel Richards (Earth-616),72.0
Kathryn Cushing (Earth-616),72.0
Cameron Hodge (Earth-616),72.0
Alistaire Stuart (Earth-616),72.0
Stacy Dolan (Earth-616),72.0
Sleepwalker (Earth-616),72.0
Ben Hamill (Earth-616),72.0
Ivan Kragoff (Earth-616),71.0
Marco Scarlotti (Earth-616),71.0
Jennifer Takeda (Earth-616),71.0
Broo (Earth-616),71.0
Robert Grayson (Earth-616),70.0
Boris Bullski (Earth-616),70.0
Maximillian Coleridge (Earth-616),70.0
Oracle (Sybil) (Earth-616),70.0
Hope Abbott (Earth-616),70.0
"Nicholas Fury, Jr. (Earth-616)",70.0
Fin Fang Foom (Earth-616),69.0
Shalla-Bal (Earth-616),69.0
Samuel Saxon (Earth-616),69.0
Jean DeWolff (Earth-616),69.0
Blanche Sitznski (Earth-616),69.0
Tanya Sealy (Earth-616),69.0
Joy Mercado (Earth-616),69.0
Bennet du Paris (Earth-616),69.0
Martha Franklin (Earth-616),69.0
Bentley Wittman (Clone) (Earth-616),69.0
Rachel van Helsing (Earth-616),68.0
Jerome Beechman (Earth-616),68.0
Tyros (Earth-616),68.0
Yukio (Earth-616),68.0
Lila Cheney (Earth-616),68.0
Thomas Fireheart (Earth-616),68.0
Everett Ross (Earth-616),68.0
Criti Noll (Clone) (Earth-616),68.0
Kenneth Hale (Earth-616),67.0
Korg (Earth-616),67.0
Mark Raxton (Earth-616),67.0
Calvin Rankin (Earth-616),67.0
Basil Sandhurst (Earth-616),67.0
Hobie Brown (Earth-616),67.0
Topaz (Earth-616),67.0
Shadow King (Earth-616),67.0
William Cross (Earth-616),67.0
Lance Bannon (Earth-616),67.0
Rita DeMara (Earth-616),67.0
Tong (Moloid) (Earth-616),67.0
Romulus Augustulus (Earth-616),66.0
Super-Adaptoid (Earth-616),66.0
John Proudstar (Earth-616),66.0
Christoph Nord (Earth-616),66.0
Maya Lopez (Earth-616),66.0
Old Lace (Earth-616),66.0
Humberto Lopez (Earth-616),66.0
Morgan le Fay (Earth-616),65.0
Luchino Nefaria (Earth-616),65.0
Jennifer Kale (Earth-616),65.0
Douglas Scott (Earth-616),65.0
Ashley Kafka (Earth-616),65.0
Robert Herman (Earth-616),65.0
Shuri (Earth-616),65.0
Justin Hammer (Earth-616),64.0
Michael Steel (Earth-616),64.0
Kristoff Vernard (Earth-616),64.0
Gateway (Earth-616),64.0
Lily Hollister (Earth-616),64.0
Tyr Odinson (Earth-616),63.0
Krang (Earth-616),63.0
Zebediah Killgrave (Earth-616),63.0
En Dwi Gast (Earth-616),63.0
Arthur Stacy (Earth-616),63.0
David Griffith (Earth-616),63.0
Franklin Hall (Earth-616),63.0
Microtron (Earth-616),63.0
Sara Wolfe (Earth-616),63.0
Simon Utrecht (Earth-616),63.0
Vertigo (Savage Land Mutate) (Earth-616),63.0
Armando Mu\u00f1oz (Earth-616),63.0
Jeanne Foucault (Earth-616),63.0
Bruno Horgan (Earth-616),62.0
Owen Reece (Earth-616),62.0
Phineas Mason (Earth-616),62.0
Man-Beast (Earth-616),62.0
Candace Southern (Earth-616),62.0
Heather Glenn (Earth-616),62.0
Rintrah (Earth-616),62.0
Kevin Masterson (Earth-616),62.0
Arkady Rossovich (Earth-616),62.0
Karima Shapandar (Earth-616),62.0
Norah Winters (Earth-616),62.0
Brandon Sharpe (Earth-616),62.0
Plan Chu (Earth-616),61.0
William Connors (Earth-616),61.0
Modred (Earth-616),61.0
James Darnell (Earth-616),61.0
Carnage (Symbiote) (Earth-616),61.0
Venus (Siren) (Earth-616),61.0
Lance Temple (Outlaw Kid) (Earth-616),60.0
Impossible Man (Earth-616),60.0
Robert Hunter (Earth-616),60.0
Onslaught (Psychic Entity) (Earth-616),60.0
Irene Merryweather (Earth-616),60.0
E.V.A. (Earth-616),60.0
Mik (Moloid) (Earth-616),60.0
Kro (Earth-616),59.0
Toni Turner (Earth-616),59.0
Melvin Potter (Earth-616),59.0
Billy Russo (Earth-616),59.0
Anath-Na Mut (Earth-616),59.0
Gilgamesh (Earth-616),59.0
Rebecca Blake (Earth-616),59.0
Biotron (Earth-616),59.0
Ruth Bat-Seraph (Earth-616),59.0
Sofia Mantega (Earth-616),59.0
Nezhno Abidemi (Earth-616),59.0
Thomas Shepherd (Earth-616),59.0
Ken Mack (Earth-616),59.0
Turg (Moloid) (Earth-616),59.0
Ivan Petrovitch (Earth-616),58.0
Robert Diamond (Earth-616),58.0
Debra Whitman (Earth-616),58.0
Cassandra Webb (Earth-616),58.0
Claudette and Nicole St. Croix (Earth-616),58.0
Greg Willis (Earth-616),58.0
Korr (Moloid) (Earth-616),58.0
Daniel Brito (Earth-616),57.0
Jackson Brice (Earth-616),57.0
Quincy Harker (Earth-616),57.0
Duvid Fortunov (Earth-616),57.0
Philippa Sontag (Earth-616),57.0
Laurie Tromette (Earth-616),57.0
Max Modell (Earth-616),57.0
Arthur Pendragon (Earth-616),56.0
Hera Argeia (Earth-616),56.0
Johann Fennhoff (Earth-616),56.0
Mesmero (Vincent) (Earth-616),56.0
Martha Robertson (Earth-616),56.0
James Braddock Jr. (Earth-616),56.0
Ayesha (Earth-616),56.0
Nebula (Earth-616),56.0
Blackout (Lilin) (Earth-616),56.0
Garrison Kane (Earth-616),56.0
Phyla-Vell (Earth-616),56.0
Vil (Earth-616),56.0
Eliot Franklin (Clown) (Earth-616),55.0
Psycho-Man (Earth-616),55.0
Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616),55.0
Cleo Nefertiti (Earth-616),55.0
Fen (Earth-616),55.0
Martha Connors (Earth-616),54.0
Stan Lee (Earth-616),54.0
Athena Parthenos (Earth-616),54.0
Hector Ayala (Earth-616),54.0
Blake Tower (Earth-616),54.0
Dimitri Bukharin (Earth-616),54.0
Captain Universe (Earth-616),54.0
Mister Negative (Earth-616),54.0
William Lumpkin (Earth-616),53.0
Ego (Earth-616),53.0
Bova Ayrshire (Earth-616),53.0
Seth (Earth-616),53.0
Brian Falsworth (Earth-616),53.0
Nikolai Krylenko (Earth-616),53.0
Valinor (Earth-616),53.0
Ann Darnell (Earth-616),53.0
Alexander Pierce (Earth-616),53.0
Kayla Ballantine (Earth-616),53.0
Vanessa Carlysle (Earth-616),53.0
Donyell Taylor (Earth-616),53.0
Ken Ellis (Earth-616),53.0
Teon Macik (Earth-616),53.0
Wu (Earth-616),53.0
Eva Bell (Earth-616),53.0
Zuras (Earth-616),52.0
Kevin Marlow (Earth-616),52.0
Steven Rogers (William Burnside) (Earth-616),52.0
Space Phantom (Earth-616),52.0
Tana Nile (Earth-616),52.0
Turk Barrett (Earth-616),52.0
Xandarian Worldmind (Earth-616),52.0
Argon (Microverse) (Earth-616),52.0
Fabian Stankowicz (Earth-616),52.0
Masque (Morlock) (Earth-616),52.0
Manuel de la Rocha (Earth-616),52.0
Kodiak Noatak (Earth-616),52.0
Graydon Creed (Earth-616),52.0
Max Eisenhardt (Joseph) (Earth-616),52.0
Seward Trainer (Earth-616),52.0
Tex Dawson (Earth-616),51.0
Gunther Bain (Earth-616),51.0
Jeryn Hogarth (Earth-616),51.0
Robert Farrell (Earth-616),51.0
Maximillian Zaran (Earth-616),51.0
Chons (Earth-616),51.0
Mikhail Ursus (Earth-616),51.0
Joshua Guthrie (Earth-616),51.0
Antonio Rodriguez (Earth-616),51.0
Jack Hammer (Earth-616),51.0
Neal Shaara (Earth-616),51.0
"John Jonah Jameson, Sr. (Earth-616)",51.0
Terry Vance (Earth-616),50.0
Aphrodite Ourania (Earth-616),50.0
M-11 (Earth-616),50.0
Sir Percy of Scandia (Earth-616),50.0
Deborah Harris (Earth-616),50.0
Llyra Morris (Earth-616),50.0
Robert Kelly (Earth-616),50.0
Susan Austin (Earth-616),50.0
Amelia Voght (Earth-616),50.0
Marshall Stone III (Earth-616),50.0
Alexei Kravinoff (Earth-616),50.0
Guy Smith (Earth-616),50.0
Tike Alicar (Earth-616),50.0
Eden Fesi (Earth-616),50.0
Raymond Dawson (Earth-616),49.0
Henry Tinkelbaum (Earth-616),49.0
Cookie Novak (Earth-616),49.0
Hank Kelly (Earth-616),49.0
Robert Rider (Earth-616),49.0
Tania Belinskaya (Earth-616),49.0
William Nasland (Earth-616),49.0
Roger Bochs (Earth-616),49.0
